HIP,vmag,dist (pc),Type,EEID (mas),nexozodis (zodis),Detection Coronagraph ID,Characterization Coronagraph ID,Total BB Imaging Time (days),Total Spec Char Time (days),Total EEC Yield,Total HZ Completeness
      544.000,      6.07000,      13.7786,K0V,      59.3357,      2.46515,           2,           1,      1.65000,     0.347042,     0.237260,     0.956376
      910.000,      4.89000,      17.9898,F5V,      96.2054,      1.97908,           3,           1,      1.38119,     0.543953,     0.190215,     0.766742
      950.000,      5.24000,      21.6480,F3/F5V,      81.5825,      2.72662,           2,           1,      2.95483,      1.18639,     0.186827,     0.753085
      1292.00,      6.59000,      17.5648,G6V,      46.6432,      10.9041,           2,           1,      2.14649,      1.23933,     0.119315,     0.480951
      1475.00,      8.09000,      3.56265,M1V,      55.9652,      264.381,           2,           1,      1.78649,     0.110515,     0.233136,     0.939752
      1599.00,      4.23000,      8.53476,F9V,      132.589,      1.25115,           3,           2,     0.791689,    0.0778631,     0.246006,     0.991629
      2021.00,      2.82000,      7.45879,G2IV,      255.975,      1.11589,           3,           3,     0.513106,    0.0162580,     0.114382,     0.461065
      3093.00,      5.88000,      11.1372,K0V,      67.2366,      4.45846,           2,           1,      1.36369,     0.227854,     0.241406,     0.973087
      3497.00,      6.55000,      22.0298,G3V,      46.1145,     0.556068,           2,           1,      2.67741,      1.52539,     0.172050,     0.693521
      3505.00,      5.22000,      27.2472,F0V,      81.2008,     0.123055,           2,           1,      2.57494,     0.830699,     0.146233,     0.589456
      3583.00,      5.80000,      14.9939,G5IV,      65.0070,      6.06370,           2,           1,      2.15951,     0.697208,     0.228828,     0.922390
      3765.00,      5.74000,      7.43500,K2V,      72.5810,     0.348517,           2,           1,      1.07553,    0.0433024,     0.247791,     0.998826
      3810.00,      5.07000,      23.2305,F8V...,      88.7639,      2.85995,           3,           1,      1.93097,     0.977243,     0.139659,     0.562956
      3821.00,      3.46000,      5.83819,G0VSB,      189.219,     0.732871,           3,           3,     0.542699,    0.0235256,     0.208526,     0.840553
      3909.00,      5.17000,      15.8800,F7IV-V,      84.9900,      10.8118,           2,           1,      3.11102,      1.48066,     0.223086,     0.899244
      4151.00,      4.80000,      18.8007,F8V,      101.376,      8.15501,           3,           1,      2.07135,     0.961797,     0.167367,     0.674643
      5862.00,      4.97000,      15.1769,F8V,      94.2440,      2.33512,           3,           1,      1.50105,     0.518942,     0.228253,     0.920069
      6706.00,      5.35000,      25.5935,F2V:var,      77.2053,      1.58890,           2,           1,      3.29971,      1.79437,     0.166075,     0.669435
      7339.00,      6.52000,      21.0559,G6V,      47.1412,     0.190346,           2,           1,      1.98240,      1.17111,     0.180577,     0.727893
      7513.00,      4.10000,      13.4100,F8V,      139.819,      2.21254,           3,           2,     0.840513,     0.183786,     0.186163,     0.750408
      7751.00,      5.76000,      8.18777,K0V,      71.7820,     0.903201,           2,           1,     0.926204,     0.101511,     0.246914,     0.995289
      7978.00,      5.52000,      17.3444,F8V,      72.9311,      1.08430,           2,           1,      2.35057,     0.730812,     0.230194,     0.927893
      7981.00,      5.24000,      7.60512,K1V,      89.4359,      2.86923,           2,           1,     0.908220,    0.0594066,     0.243346,     0.980907
      8102.00,      3.49000,      3.60339,G8V,      193.533,      146.257,           3,           2,     0.652836,    0.0413561,     0.211929,     0.854270
      8362.00,      5.63000,      10.0427,K0V,      73.9598,      150.180,           2,           1,      3.93317,      1.68140,     0.211147,     0.851117
      8514.00,      6.37000,      25.9284,F6V,      49.0065,     0.855915,           2,           1,      2.28442,      1.48531,     0.127231,     0.512860
      10138.0,      6.12000,      10.7870,K0V,      59.0280,      1.88376,           2,           1,      1.58820,     0.225759,     0.240795,     0.970627
      10644.0,      4.84000,      11.0078,G0V,      100.762,      7.90621,           3,           1,      1.38853,     0.308916,     0.243057,     0.979745
      10723.0,      5.60000,      23.0056,G0.5IV,      70.6318,      1.15155,           2,           1,      3.09161,      1.22600,     0.189777,     0.764976
      10798.0,      6.33000,      12.8344,G8V,      52.3023,      9.16315,           2,           1,      1.73734,     0.604498,     0.230570,     0.929409
      12114.0,      5.79000,      7.23545,K3V,      71.7320,     0.258520,           2,           1,      1.76676,    0.0373169,     0.247952,     0.999476
      12444.0,      5.79000,      21.9251,F6V,      64.0262,      1.71305,           2,           1,      2.94186,      1.24707,     0.196968,     0.793961
      12653.0,      5.40000,      17.3267,G3IV,      77.2056,      2.92922,           2,           1,      3.06824,      1.08490,     0.231437,     0.932904
      12777.0,      4.10000,      11.1488,F7V,      139.113,      2.17284,           3,           2,     0.831086,     0.171258,     0.223507,     0.900938
      12843.0,      4.47000,      14.1353,F5/F6V,      116.625,      4.46484,           3,           2,      1.17891,     0.350857,     0.204204,     0.823131
      14150.0,      6.62000,      21.2066,G8V,      45.1810,      1.23654,           2,           1,      2.33164,      1.29714,     0.146474,     0.590425
      14632.0,      4.05000,      10.5088,G0V,      144.474,     0.497077,           3,           2,     0.747440,     0.114716,     0.227837,     0.918393
      14879.0,      3.80000,      13.9505,F8V,      160.771,      2.02100,           3,           3,      1.43009,     0.204263,     0.120689,     0.486489
      15330.0,      5.53000,      12.0391,G2V,      73.6288,      4.51998,           2,           1,      1.70475,     0.322421,     0.243443,     0.981300
      15371.0,      5.24000,      12.0464,G1V,      83.6446,     0.622423,           3,           1,      1.25983,     0.203866,     0.246367,     0.993086
      15457.0,      4.84000,      9.14571,G5Vvar,      102.103,     0.532629,           3,           1,     0.847401,    0.0861383,     0.246445,     0.993399
      15510.0,      4.26000,      6.00381,G8V,      135.062,      139.145,           3,           2,      1.55969,     0.281733,     0.246239,     0.992570
      16537.0,      3.72000,      3.20288,K2V,      183.701,      297.000,           3,           2,     0.711655,    0.0495711,     0.222390,     0.896437
      16852.0,      4.29000,      13.9626,F9V,      128.961,     0.361049,           3,           2,     0.829169,     0.157596,     0.196466,     0.791939
      17378.0,      3.52000,      9.07301,K0IV,      203.748,      4.07724,           3,           3,     0.704885,    0.0426181,     0.165338,     0.666464
      17420.0,      7.10000,      13.9550,K2V,      39.4149,     0.178539,           1,           1,      1.79978,     0.506582,     0.135763,     0.547250
      17651.0,      4.22000,      17.6378,F3/F5V,      130.363,     0.964476,           3,           1,     0.825514,     0.246934,     0.132839,     0.535463
      18859.0,      5.38000,      18.7712,F5V,      77.1896,      1.25568,           2,           1,      2.78202,     0.975338,     0.221611,     0.893296
      19233.0,      6.37000,      23.5493,G3V,      50.0012,      2.70510,           2,           1,      2.27586,      1.32491,     0.138222,     0.557163
      19335.0,      5.52000,      21.3150,F7V,      72.4353,     0.216471,           2,           1,      2.73097,     0.942517,     0.207552,     0.836625
      19849.0,      4.43000,      5.03612,K1V,      128.740,      273.686,           3,           2,      1.66289,     0.248339,     0.246665,     0.994289
      21770.0,      4.44000,      20.3644,F2V,      116.209,      1.16621,           3,           1,     0.925526,     0.362697,     0.122415,     0.493445
      22263.0,      5.49000,      13.2413,G3V,      74.9688,      1.40864,           2,           1,      1.75942,     0.297138,     0.242082,     0.975813
      22449.0,      3.19000,      8.04189,F6V,      210.378,      3.59093,           3,           3,     0.580797,    0.0423904,     0.169540,     0.683401
      23311.0,      6.22000,      8.84771,K3V,      63.6670,      1.83349,           2,           1,      1.09107,    0.0741149,     0.245864,     0.991058
      23693.0,      4.71000,      11.6247,F7V,      105.334,     0.357610,           3,           1,     0.998314,     0.174341,     0.242998,     0.979507
      23941.0,      5.11000,      25.1211,F2V,      86.5848,      1.23376,           3,           1,      1.60622,     0.647548,     0.121679,     0.490480
      24186.0,      8.86000,      3.93350,M0V,      37.2889,      7.08868,           1,           1,      1.11940,     0.318977,     0.193769,     0.781069
      25110.0,      5.08000,      20.9654,F6V,      88.4232,     0.874780,           3,           1,      1.44005,     0.653652,     0.173475,     0.699265
      25278.0,      5.00000,      14.5852,F8VSB,      92.5329,      4.17469,           3,           1,      1.73458,     0.807267,     0.233014,     0.939262
      25486.0,      6.30000,      26.8773,F7V:,      50.9422,     0.911326,           2,           1,      2.48374,      1.46527,     0.131989,     0.532037
      25878.0,      7.97000,      5.70032,M1V,      45.0484,      4.77886,           2,           1,      1.06539,    0.0677180,     0.243849,     0.982937
      26394.0,      5.65000,      18.2798,G3IV,      69.2525,      4.08935,           2,           1,      3.11641,      1.31562,     0.222668,     0.897557
      27072.0,      3.59000,      8.88013,F7V,      174.901,      4.73721,           3,           3,     0.673923,    0.0767137,     0.206021,     0.830454
      27435.0,      5.97000,      15.2547,G4V,      60.1215,      2.09249,           2,           1,      1.66696,     0.471913,     0.229851,     0.926511
      28103.0,      3.71000,      14.5080,F1V,      162.585,      1.32076,           3,           2,     0.663272,     0.128183,     0.130602,     0.526446
      29271.0,      5.08000,      10.2147,G5V,      92.7214,      10.4732,           3,           1,      1.28353,     0.313942,     0.242914,     0.979166
      29525.0,      6.43000,      18.6451,G8V,      48.9027,     0.517230,           2,           1,      1.94444,      1.03666,     0.213134,     0.859126
      29568.0,      6.37000,      16.7331,G5V,      51.1683,      4.11336,           2,           1,      2.19641,     0.943049,     0.213368,     0.860070
      29650.0,      5.20000,      20.8810,F6V,      83.0339,      5.06328,           2,           1,      3.38380,      1.39056,     0.190472,     0.767779
      29800.0,      5.04000,      19.5339,F5IV-V,      89.3792,      2.98175,           3,           1,      1.76705,      1.04669,     0.184953,     0.745530
      30314.0,      6.53000,      23.8896,G1V,      46.3350,     0.251238,           2,           1,      2.34485,      1.44205,     0.143751,     0.579449
      32439.0,      5.44000,      18.2053,F8V,      75.2422,     0.491402,           2,           1,      2.41530,     0.613891,     0.226513,     0.913057
      32480.0,      5.24000,      16.6481,G0V,      83.2645,      1.04319,           3,           1,      1.65059,     0.598659,     0.226729,     0.913928
      33277.0,      5.74000,      17.4695,G0V,      66.1240,      2.37051,           2,           1,      2.50482,     0.913316,     0.224595,     0.905327
      33690.0,      6.81000,      18.3602,K0IV-V,      42.8520,      2.76793,           2,           1,      2.28247,      1.28501,     0.149349,     0.602013
      33817.0,      6.71000,      14.6730,K1V,      46.3663,      3.93681,           2,           1,      2.01056,     0.816741,     0.216040,     0.870842
      34017.0,      5.93000,      18.9508,G4V,      60.7843,      10.7065,           2,           1,      2.99649,      1.53744,     0.182281,     0.734759
      34065.0,      5.56000,      17.0529,G3V...,      72.5359,      7.85859,           2,           1,      2.73288,      1.05098,     0.209813,     0.845740
      34069.0,      6.83000,      17.0533,K0V,      42.3880,     0.543836,           1,           1,      1.67306,     0.541334,     0.118571,     0.477951
      34834.0,      4.49000,      20.8582,F0IV,      113.552,      2.12029,           3,           1,      1.07583,     0.448810,     0.120975,     0.487639
      35136.0,      5.54000,      16.8671,G0V,      72.5286,      2.75021,           2,           1,      2.71479,     0.797899,     0.232397,     0.936773
      36208.0,      9.84000,      3.80257,M5,      25.9413,      139.672,           1,           4,      2.33121,     0.382258,     0.199506,     0.804192
      36366.0,      4.16000,      18.0473,F0V...,      132.201,      2.18982,           3,           1,     0.905056,     0.386434,     0.123513,     0.497873
      36515.0,      6.66000,      21.7704,G3V,      43.7570,      1.35412,           2,           1,      2.34246,      1.45677,     0.135643,     0.546768
      37349.0,      7.18000,      14.1001,K2V,      37.4011,      1.35976,           1,           1,     0.667813,     0.236090,    0.0585923,     0.236181
      37606.0,      5.04000,      22.4734,G5IV,      95.9372,     0.841337,           3,           1,      1.50630,     0.350657,     0.137684,     0.554994
      38423.0,      5.01000,      18.2563,F3/F5V,      90.8075,      2.24766,           3,           1,      1.23404,      2.01356,    0.0871727,     0.351386
      38784.0,      6.55000,      17.1501,G8V,      47.2013,      1.64202,           2,           1,      1.85412,     0.971523,     0.211492,     0.852507
      38908.0,      5.59000,      16.1993,G2V...,      70.8534,      2.20824,           2,           1,      2.02247,     0.585412,     0.229873,     0.926598
      39903.0,      4.74000,      19.9800,F5V,      102.576,      10.0447,           3,           1,      2.22108,      1.18094,     0.150400,     0.606249
      40035.0,      5.53000,      22.6447,F7V,      71.6584,      1.64497,           2,           1,      3.28223,     0.970689,     0.198526,     0.800244
      40693.0,      5.95000,      12.5637,K0V,      62.7606,      4.40235,           2,           1,      1.47008,     0.387243,     0.238418,     0.961046
      40843.0,      5.13000,      18.2269,F6V,      86.1389,      2.66278,           3,           1,      1.81364,     0.778554,     0.204125,     0.822813
      41211.0,      5.61000,      26.8130,F3V,      68.9596,      1.42032,           2,           1,      3.54149,      1.63253,     0.166485,     0.671087
      41484.0,      6.32000,      21.9880,G5V,      51.1156,      2.04230,           2,           1,      2.95775,      1.52864,     0.184746,     0.744696
      41926.0,      6.38000,      12.1818,K0V,      52.1622,      5.84417,           2,           1,      1.37830,     0.456683,     0.235296,     0.948461
      42172.0,      5.91000,      26.2801,F8V,      60.6736,      1.16516,           2,           1,      3.21079,      2.82982,     0.162786,     0.656179
      42438.0,      5.63000,      14.4508,G1.5Vb,      70.1775,      2.20382,           2,           1,      1.67747,     0.414024,     0.235841,     0.950658
      42808.0,      6.58000,      11.1860,K2V,      49.8318,      2.48635,           2,           1,      1.18174,     0.202975,     0.240519,     0.969515
      43587.0,      5.96000,      12.5901,G8V,      65.2748,      1.33607,           2,           1,      1.51704,     0.227030,     0.238993,     0.963362
      43726.0,      6.01000,      16.8501,G3V,      59.2925,     0.476893,           2,           1,      1.72270,     0.463865,     0.226795,     0.914194
      44143.0,      5.17000,      26.1912,F3V,      84.1756,      2.00555,           2,           1,      2.93205,      1.39115,     0.140362,     0.565789
      44897.0,      5.95000,      19.0405,F9V,      60.1025,      3.22684,           2,           1,      2.68958,      1.06656,     0.213272,     0.859682
      45038.0,      4.80000,      20.6074,F7IV-V,      100.308,     0.834611,           3,           1,      1.85928,      2.69724,     0.139471,     0.562195
      45333.0,      5.18000,      19.6589,F9V,      86.1198,      2.01705,           3,           1,      1.80585,     0.707464,     0.188364,     0.759282
      45343.0,      7.64000,      6.33394,M0V,      46.3404,      150.345,           2,           1,      2.45463,     0.417459,     0.193593,     0.780360
      46509.0,      4.59000,      17.7639,F6V,      109.886,      12.1900,           3,           1,      1.98440,      1.16746,     0.164278,     0.662193
      46580.0,      7.20000,      12.7830,K3V,      39.4470,      4.86289,           1,           1,      1.96273,     0.445548,     0.111634,     0.449988
      46853.0,      3.17000,      13.9023,F6IV,      212.036,    0.0962648,           3,           3,     0.535272,    0.0240533,    0.0596417,     0.240411
      47080.0,      5.40000,      11.2035,G8IV-V,      81.5038,      4.12876,           2,           1,      1.81961,     0.243632,     0.244755,     0.986588
      47592.0,      4.93000,      14.8216,G0V,      95.3627,      50.7565,           2,           1,      3.30650,      1.84773,     0.168381,     0.678732
      48113.0,      5.08000,      18.9038,G2V,      90.4199,      4.84293,           3,           1,      2.12934,     0.894022,     0.187497,     0.755786
      48331.0,      7.67000,      11.2847,K5V,      36.5944,      2.41223,           1,           1,      1.47904,     0.312644,    0.0949689,     0.382812
      49081.0,      5.37000,      14.9263,G1V,      79.9954,      2.72443,           2,           1,      2.34252,     0.508845,     0.234845,     0.946643
      49908.0,      6.60000,      4.86875,K8V,      67.1894,      38.2227,           2,           1,      1.02566,    0.0587071,     0.247063,     0.995891
      50075.0,      6.38000,      22.4424,G0V,      49.3669,     0.445906,           2,           1,      2.04601,      1.29490,     0.173210,     0.698197
      50384.0,      5.81000,      22.3317,F8Vw,      63.1185,     0.337671,           2,           1,      2.48008,      1.15684,     0.189773,     0.764961
      50505.0,      6.66000,      20.2503,G5,      43.8012,      1.74939,           2,           1,      2.29764,      1.37696,     0.149560,     0.602863
      50954.0,      3.99000,      16.1427,F2IV,      143.431,    0.0862800,           3,           2,     0.674335,     0.133453,     0.134495,     0.542138
      51248.0,      6.42000,      22.9236,G1V,      48.7054,      2.38381,           2,           1,      2.22897,      1.17606,     0.121591,     0.490122
      51317.0,      9.65000,      7.03292,M2,      22.9815,      10.8244,           1,           4,      2.35448,      1.06958,     0.130728,     0.526954
      51459.0,      4.82000,      12.9141,F8V,      100.468,     0.787925,           3,           1,      1.12114,     0.301266,     0.240817,     0.970714
      51502.0,      5.25000,      22.7302,F2V,      80.9148,     0.691860,           2,           1,      2.65114,     0.919102,     0.188417,     0.759494
      51814.0,      5.16000,      26.8214,F1V,      83.4671,      2.00876,           2,           1,      2.88850,      1.64580,     0.136226,     0.549116
      53721.0,      5.03000,      13.8021,G0V,      92.5877,      2.35947,           3,           1,      1.46563,     0.410420,     0.238756,     0.962407
      53767.0,      10.0300,      6.75090,M3,      20.4986,     0.838086,           1,           4,      2.35816,     0.766214,     0.105864,     0.426730
      54035.0,      7.49000,      2.54686,M2V,      61.0905,      1.78908,           2,           1,     0.771175,    0.0177578,     0.248070,     0.999951
      54211.0,      8.82000,      4.84801,M2Vvar,      31.8364,      150.883,           1,           4,      2.45524,     0.941675,     0.195322,     0.787329
      54745.0,      6.41000,      22.6538,G0V,      48.8018,      2.92534,           2,           1,      2.50270,      1.51276,     0.143825,     0.579746
      55691.0,      7.22000,      12.1175,K7V+...,      48.2789,      1.52274,           2,           1,      1.65946,     0.154124,     0.224901,     0.906558
      55779.0,      5.18000,      27.5175,F7V,      84.2888,     0.157177,           3,           1,      1.39030,     0.505429,    0.0979833,     0.394963
      55846.0,      6.49000,      18.2091,K0IV,      49.5590,     0.841662,           2,           1,      1.88622,     0.782586,     0.200044,     0.806364
      56280.0,      4.93000,      27.7315,F8V,      95.4850,    0.0706321,           3,           1,      1.17070,      1.76129,    0.0749873,     0.302268
      56452.0,      5.96000,      9.54355,K0V,      63.5425,     0.446578,           2,           1,      1.19034,    0.0837303,     0.246932,     0.995365
      56997.0,      5.31000,      9.57942,G8Vvar,      83.6418,      1.82375,           2,           1,      1.13851,     0.103770,     0.246082,     0.991938
      57443.0,      4.89000,      9.29187,G3/G5V,      99.4253,      4.81943,           3,           1,     0.950286,     0.150269,     0.246261,     0.992659
      57507.0,      6.48000,      17.7407,G5V,      47.9776,      13.3903,           2,           1,      2.25565,      1.26355,     0.135156,     0.544805
      57548.0,      11.1200,      3.37487,M4.5V,      20.5898,      1.60726,           1,           4,      1.92356,     0.185749,     0.147831,     0.595894
      57757.0,      3.59000,      11.1203,F8V,      176.097,      150.332,           3,           2,      2.79857,      1.12075,     0.161046,     0.649164
      57939.0,      6.42000,      9.17809,G8Vp,      50.5460,      4.53400,           2,           1,      1.14523,     0.138804,     0.247268,     0.996717
      58576.0,      5.54000,      12.6974,K0IV,      76.0128,      2.45419,           2,           1,      2.19624,     0.303478,     0.243519,     0.981608
