HIP,RA,Dec,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,M_V,dist (pc),Type,Lstar (Lsun),Angdiam (mas), Mass (Msun), WDS_sep, WDS_dmag, Detection Coronagraph ID,Characterization Coronagraph ID, EEID (mas), nexozodis (zodis),Total BB Imaging Time (days),Total Spec Char Time (days),Total EEC Yield,Total HZ Completeness
      36208.0,      111.852,      5.22578,      12.5580,      11.4130,      9.84000,      8.69900,      7.13000,      5.71400,      5.21900,      4.85700,      11.9396,      3.80257,M5,   0.00973057,     0.529305,     0.266184,          NaN,          NaN,           4,           4,      25.9413,      139.672,      1.73821,     0.828759,    0.0750020,     0.302327
      36366.0,      112.278,      31.7845,      4.48000,      4.48000,      4.16000,      3.86000,      3.76000,      3.22000,      3.16000,      2.98000,      2.87794,      18.0473,F0V...,      5.69242,     0.843924,      1.64361,      3.40000,      8.34000,           3,           1,      132.201,      2.18982,      2.31525,     0.669518,     0.117446,     0.473415
      37349.0,      114.997,     -3.59751,      8.89000,      8.07100,      7.18000,      6.62600,      6.17000,      5.49300,      5.06300,      4.88500,      6.43389,      14.1001,K2V,     0.278108,     0.432083,     0.693751,      57.9000,      1.71000,           1,           1,      37.4011,      1.35976,      1.64773,      1.69445,     0.132542,     0.534266
      37606.0,      115.738,     -45.1731,          NaN,      5.80500,      5.04000,          NaN,      4.24000,      3.68000,      3.15900,      3.11600,      3.28166,      22.4734,G5IV,      4.64849,     0.974034,      1.55117,          NaN,          NaN,           1,           1,      95.9372,     0.841337,      3.71186,     0.621730,     0.140888,     0.567908
      38784.0,      119.072,      80.2655,          NaN,      7.26900,      6.55000,      6.10000,      5.78000,      5.23500,      4.93300,      4.86200,      5.37867,      17.1501,G8V,     0.655302,     0.458422,     0.886247,          NaN,          NaN,           1,           1,      47.2013,      1.64202,      2.19306,      1.91764,     0.173392,     0.698929
      38908.0,      119.445,     -60.3031,      6.17000,      6.16300,      5.59000,          NaN,      4.94000,      4.56000,      4.36000,      4.24200,      4.54251,      16.1993,G2V...,      1.31739,     0.598696,      1.08194,      60.5000,      4.23000,           1,           1,      70.8534,      2.20824,      3.44447,      1.16751,     0.224160,     0.903572
      39157.0,      120.134,      29.2124,      7.89000,      7.68600,      6.97000,      6.40000,      6.19000,      5.53900,      5.17000,      5.09500,      5.80500,      17.1001,G8V,     0.441600,     0.376397,     0.791735,          NaN,          NaN,           1,           1,      38.8612,      2.39036,      1.87696,      1.44844,    0.0776191,     0.312877
      40035.0,      122.666,     -13.7992,          NaN,      6.01800,      5.53000,          NaN,      4.97000,      4.14300,      4.40300,      4.34800,      3.75517,      22.6447,F7V,      2.63310,     0.556691,      1.31866,      97.3000,      6.73000,           1,           1,      71.6584,      1.64497,      3.14797,      1.18381,     0.149531,     0.602746
      40693.0,      124.600,     -12.6322,          NaN,      6.70400,      5.95000,          NaN,      5.16000,      4.95300,      4.36400,      4.16500,      5.45442,      12.5637,K0V,     0.621741,     0.631594,     0.873034,          NaN,          NaN,           1,           1,      62.7606,      4.40235,      2.32826,     0.866765,     0.227955,     0.918869
      40843.0,      125.016,      27.2177,          NaN,      5.61700,      5.13000,      4.80000,      4.57000,      4.12700,      3.94200,      3.86800,      3.82644,      18.2269,F6V,      2.46504,     0.668490,      1.29405,          NaN,          NaN,           1,           1,      86.1389,      2.66278,      3.33656,      1.28764,     0.191105,     0.770328
      41484.0,      126.903,      45.6530,          NaN,      6.94400,      6.32000,      5.90000,      5.63000,      5.15800,      4.87800,      4.83000,      4.60907,      21.9880,G5V,      1.26322,     0.454264,      1.06904,          NaN,          NaN,           1,           1,      51.1156,      2.04230,      2.65682,      1.70419,     0.105978,     0.427187
      41926.0,      128.215,     -31.5009,          NaN,      7.16000,      6.38000,          NaN,      5.54000,      5.33300,      4.76300,      4.43800,      5.95145,      12.1818,K0V,     0.403771,     0.535840,     0.771733,          NaN,          NaN,           1,           1,      52.1622,      5.84417,      2.20559,      1.29776,     0.220595,     0.889203
      42438.0,      129.799,      65.0209,      6.33000,      6.24800,      5.63000,      5.12000,      4.97000,      4.55000,      4.28200,      4.17300,      4.83054,      14.4508,G1.5Vb,      1.02844,     0.619759,      1.00804,          NaN,          NaN,           1,           1,      70.1775,      2.20382,      2.36955,     0.769813,     0.224580,     0.905263
      42808.0,      130.825,     -38.8824,          NaN,      7.49700,      6.58000,          NaN,      5.61000,      4.93700,      4.44100,      4.35800,      6.33662,      11.1860,K2V,     0.310715,     0.591960,     0.716078,          NaN,          NaN,           1,           1,      49.8318,      2.48635,      1.54076,     0.571414,     0.232579,     0.937508
      43587.0,      133.149,      28.3308,      7.45000,      6.82900,      5.96000,      5.40000,      5.14000,      4.59000,      4.14000,      4.01500,      5.45985,      12.5901,G8V,     0.675383,     0.734135,     0.893923,      85.1000,      7.11000,           1,           1,      65.2748,      1.33607,      2.05976,     0.452683,     0.231506,     0.933181
      43726.0,      133.575,     -5.43446,      6.89000,      6.67100,      6.01000,          NaN,      5.31000,      4.87100,      4.53000,      4.45600,      4.87699,      16.8501,G3V,     0.998169,     0.547621,     0.999476,          NaN,          NaN,           1,           1,      59.2925,     0.476893,      2.56179,     0.991239,     0.215914,     0.870332
      44897.0,      137.213,      33.8822,          NaN,      6.53500,      5.95000,      5.60000,      5.29000,      4.84400,      4.60100,      4.54500,      4.55161,      19.0405,F9V,      1.30961,     0.514435,      1.08011,          NaN,          NaN,           1,           1,      60.1025,      3.22684,      2.12669,      1.35844,     0.146194,     0.589297
      45333.0,      138.586,      61.4233,          NaN,      5.78500,      5.18000,          NaN,      4.51000,      4.23100,      3.91400,      3.78000,      3.71220,      19.6589,F9V,      2.86632,     0.750854,      1.35103,          NaN,          NaN,           1,           1,      86.1198,      2.01705,      3.65371,      1.22730,     0.180648,     0.728177
      46509.0,      142.287,     -2.76896,          NaN,      5.00100,      4.59000,      4.60000,      4.07000,      3.91000,      3.58000,      3.56000,      3.34230,      17.7639,F6V,      3.81030,     0.781039,      1.46551,      67.5000,      2.64000,           3,           1,      109.886,      12.1900,      4.24044,      2.25951,     0.155585,     0.627149
      46580.0,      142.478,      5.65513,      9.07100,      8.20200,      7.20000,      6.62600,      6.13000,      5.42900,      5.00200,      4.78800,      6.66684,      12.7830,K3V,     0.254269,     0.508689,     0.676214,          NaN,          NaN,           1,           1,      39.4470,      4.86289,      1.87150,      1.49300,     0.126858,     0.511355
      46853.0,      143.214,      51.6773,      3.67000,      3.64500,      3.17000,      2.74000,      2.61000,      2.28000,      2.08000,      1.97000,      2.45456,      13.9023,F6IV,      8.68944,      1.62496,      1.85474,      2.60000,      10.8300,           3,           1,      212.036,    0.0962648,      1.03046,    0.0601374,    0.0683860,     0.275659
      47080.0,      143.915,      35.8101,      6.56000,      6.17000,      5.40000,      4.79000,      4.62000,      4.06000,      3.72000,      3.69000,      5.15324,      11.2035,G8IV-V,     0.833802,     0.830582,     0.949394,      6.70000,      7.70000,           1,           1,      81.5038,      4.12876,      2.34767,     0.460697,     0.238419,     0.961049
      48113.0,      147.147,      46.0210,      5.80000,      5.69900,      5.08000,      4.57000,      4.40000,      4.05000,      3.75000,      3.60900,      3.69725,      18.9038,G2V,      2.92164,     0.799350,      1.35843,          NaN,          NaN,           1,           1,      90.4199,      4.84293,      4.05370,      1.52966,     0.171362,     0.690746
      48331.0,      147.779,     -43.5028,      9.96300,      8.82600,      7.67000,      6.93400,      6.33000,      5.45100,      4.99800,      4.71700,      7.40756,      11.2847,K5V,     0.170533,     0.540537,     0.603277,          NaN,          NaN,           1,           1,      36.5944,      2.41223,      1.76586,      1.61076,     0.159578,     0.643248
      49081.0,      150.253,      31.9237,          NaN,      6.04600,      5.37000,      4.90000,      4.63000,      4.27000,      4.04000,      3.82000,      4.50024,      14.9263,G1V,      1.42572,     0.748761,      1.10665,      134.300,      10.6000,           1,           1,      79.9954,      2.72443,      2.71977,     0.769864,     0.212305,     0.855785
      49908.0,      152.842,      49.4542,      9.23000,      7.92600,      6.60000,      5.36000,      5.31000,      3.97000,      3.27000,      3.26000,      8.16291,      4.86875,K8V,     0.107013,      1.26915,     0.528076,      153.600,      2.28000,           1,           1,      67.1894,      38.2227,      1.61710,     0.129538,     0.245302,     0.988793
      50075.0,      153.353,     -33.0317,      7.06000,      6.97200,      6.38000,          NaN,      5.74000,      5.32600,      5.06300,      4.95500,      4.62466,      22.4424,G0V,      1.22747,     0.425506,      1.06031,          NaN,          NaN,           1,           1,      49.3669,     0.445906,      1.85609,      1.55550,     0.111424,     0.449141
      50384.0,      154.311,      23.1062,      6.27000,      6.31000,      5.81000,      5.34000,      5.23000,          NaN,          NaN,          NaN,      4.06539,      22.3317,F8Vw,      1.98681,     0.496397,      1.21671,      6.70000,      5.50000,           1,           1,      63.1185,     0.337671,      3.24176,      2.49633,     0.153030,     0.616852
      50505.0,      154.716,      44.0483,          NaN,      7.31300,      6.66000,      6.20000,      5.93000,      5.39400,      5.07400,      5.01200,      5.12785,      20.2503,G5,     0.786748,     0.402078,     0.933767,      144.100,      2.64000,           1,           1,      43.8012,      1.74939,      1.89315,      1.47361,    0.0849948,     0.342608
      50954.0,      156.099,     -74.0316,      4.35000,      4.35900,      3.99000,      3.67000,      3.56000,      3.32000,      3.14000,      3.11000,      2.95012,      16.1427,F2IV,      5.36088,     0.975411,      1.61567,          NaN,          NaN,           2,           1,      143.431,    0.0862800,      1.42493,     0.208857,     0.137603,     0.554667
      51459.0,      157.657,      55.9805,          NaN,      5.36100,      4.82000,      4.50000,      4.24000,      4.03300,      3.75800,      3.64400,      4.26468,      12.9141,F8V,      1.68338,     0.822009,      1.16044,      122.800,      3.98000,           1,           1,      100.468,     0.787925,      2.19680,     0.422769,     0.232212,     0.936029
      51502.0,      157.769,      82.5586,          NaN,      5.64900,      5.25000,          NaN,      4.79000,      4.41600,      4.36400,      4.27200,      3.46699,      22.7302,F2V,      3.38269,     0.567629,      1.41650,          NaN,          NaN,           1,           1,      80.9148,     0.691860,      3.33694,      1.37776,     0.172173,     0.694015
      53721.0,      164.867,      40.4303,          NaN,      5.65400,      5.03000,      4.70000,      4.34000,      3.96000,      3.73600,      3.75000,      4.33028,      13.8021,G0V,      1.63304,     0.822826,      1.15042,          NaN,          NaN,           1,           1,      92.5877,      2.35947,      2.78447,     0.649505,     0.229677,     0.925810
      54035.0,      165.834,      35.9699,      10.0300,      8.99200,      7.49000,      5.99000,      5.42000,      4.20000,      3.64000,      3.34000,      10.4600,      2.54686,M2V,    0.0242079,      1.29542,     0.345361,          NaN,          NaN,           1,           1,      61.0905,      1.78908,     0.662526,    0.0198727,     0.248000,     0.999670
      54211.0,      166.369,      43.5268,      11.4400,      10.3110,      8.82000,      7.90000,      6.81000,      5.53800,      5.00200,      4.76900,      10.3922,      4.84801,M2Vvar,    0.0238218,     0.682472,     0.343778,      31.8000,      5.85000,           4,           4,      31.8364,      150.883,      1.68157,     0.975516,    0.0951251,     0.383442
      55779.0,      171.430,     -63.9725,          NaN,      5.67500,      5.18000,          NaN,      4.63000,      4.61900,      4.19100,      4.19000,      2.98195,      27.5175,F7V,      5.37970,     0.659543,      1.61729,          NaN,          NaN,           1,           1,      84.2888,     0.157177,      1.13575,     0.664463,    0.0774073,     0.312023
      55846.0,      171.689,      3.01310,      7.78000,      7.26800,      6.49000,      6.00000,      5.63000,      5.16500,      4.93700,      4.74700,      5.18856,      18.2091,K0IV,     0.814370,     0.508044,     0.943019,      28.2000,     0.950000,           1,           1,      49.5590,     0.841662,      2.54714,      1.77623,     0.172559,     0.695573
      56452.0,      173.623,     -32.8313,          NaN,      6.77100,      5.96000,      7.17000,      5.08000,      4.78000,      4.14000,      4.02000,      6.06145,      9.54355,K0V,     0.367746,     0.677468,     0.751399,      15.8000,      8.92000,           1,           1,      63.5425,     0.446578,      1.14965,     0.147658,     0.245154,     0.988195
      56997.0,      175.263,      34.2016,      6.31000,      6.03300,      5.31000,      4.73000,      4.53000,      4.01000,      3.61000,      3.58800,      5.40330,      9.57942,G8Vvar,     0.641985,     0.815514,     0.881063,      158.700,      5.96000,           1,           1,      83.6418,      1.82375,      1.52822,     0.176044,     0.245384,     0.989124
      57443.0,      176.629,     -40.5004,      5.65000,      5.55400,      4.89000,      4.35000,      4.16000,      3.74000,      3.37000,      3.31000,      5.04949,      9.29187,G3/G5V,     0.853493,     0.920551,     0.955747,      22.9000,      9.60000,           1,           1,      99.4253,      4.81943,      1.40706,     0.235827,     0.236115,     0.951762
      57939.0,      178.245,      37.7187,      7.38000,      7.17400,      6.42000,      5.80000,      5.54000,      4.94000,      4.50000,      4.37000,      6.60624,      9.17809,G8Vp,     0.215218,     0.508672,     0.644754,          NaN,          NaN,           1,           1,      50.5460,      4.53400,      1.34112,     0.394742,     0.242643,     0.978074
      58576.0,      180.185,     -10.4460,      6.76000,      6.30000,      5.54000,          NaN,      4.76000,      4.28000,      3.91000,      3.87000,      5.02143,      12.6974,K0IV,     0.931543,     0.768737,     0.979943,          NaN,          NaN,           1,           1,      76.0128,      2.45419,      3.15739,     0.579429,     0.237741,     0.958314
      59199.0,      182.103,     -24.7289,          NaN,      4.35400,      4.02000,          NaN,      3.62000,      3.52500,      3.36400,      3.30700,      3.14630,      14.9534,F0IV/V,      4.44102,     0.917790,      1.53107,          NaN,          NaN,           3,           1,      140.929,      1.29485,      1.46418,     0.369213,     0.155680,     0.627533
      59750.0,      183.794,     -10.3124,      6.44000,      6.58000,      6.11000,          NaN,      5.58000,      5.13200,      5.00400,      4.83900,      4.36348,      22.3514,F5V,      1.49572,     0.417087,      1.12191,      42.8000,      6.79000,           1,           1,      54.7168,      2.46510,      2.70589,      1.86445,     0.110719,     0.446300
      61174.0,      188.018,     -16.1960,          NaN,      4.68800,      4.30000,          NaN,      3.86000,      3.60900,      3.37200,      3.37000,      3.02831,      17.9613,F2V,      5.03927,     0.866839,      1.58736,          NaN,          NaN,           3,           1,      124.982,      6.70044,      2.62878,      1.01777,     0.127732,     0.514877
      61317.0,      188.436,      41.3575,      4.91000,      4.82800,      4.24000,      3.73000,      3.57000,      3.20000,      2.88000,      2.72000,      4.56472,      8.61105,G0V,      1.29453,      1.13465,      1.07654,     0.100000,          NaN,           3,           1,      132.130,      2.56568,      1.55371,     0.161755,     0.243969,     0.983418
      62207.0,      191.248,      39.2789,      6.47000,      6.50700,      5.95000,      5.41000,      5.30000,      4.89000,      4.66700,      4.46500,      4.72674,      17.5652,G0V,      1.10675,     0.497789,      1.02940,          NaN,          NaN,           1,           1,      59.8924,      1.20280,      2.50546,      1.25159,     0.207762,     0.837471
      62523.0,      192.196,      24.8402,          NaN,      6.99300,      6.29000,      5.80000,      5.55000,      5.12300,      4.70500,      4.64500,      5.12507,      17.0996,G7V,     0.815424,     0.506598,     0.943368,          NaN,          NaN,           1,           1,      52.8087,      2.99665,      2.05757,      1.53282,     0.161488,     0.650944
      64394.0,      197.968,      27.8782,      4.92000,      4.80200,      4.23000,      3.77000,      3.56000,      3.20000,      2.91000,      2.87000,      4.41504,      9.18315,G0V,      1.48114,      1.11866,      1.11877,      126.500,      7.80000,           3,           1,      132.528,      2.70214,      1.68827,     0.205521,     0.243406,     0.981153
      64792.0,      199.194,      9.42416,          NaN,      5.77500,      5.19000,      4.80000,      4.55000,      4.39200,      4.10700,      4.03300,      3.97008,      17.5381,G0Vs,      2.23746,     0.730012,      1.25872,      2.50000,      15.3800,           1,           1,      85.2894,     0.638581,      2.88125,     0.900210,     0.207208,     0.835241
      64797.0,      199.213,      17.0172,          NaN,      7.41600,      6.49000,          NaN,      5.52000,          NaN,          NaN,          NaN,      6.28598,      10.9851,K2V,     0.328460,     0.625451,     0.727532,      7.80000,      2.84000,           1,           1,      52.1720,    0.0359144,      1.73967,     0.448660,     0.224741,     0.905915
      64924.0,      199.601,     -18.3112,      5.71000,      5.44900,      4.74000,          NaN,      3.99000,      3.33400,      2.97400,      2.95600,      5.09154,      8.50535,G5V,     0.846330,      1.04203,     0.953448,      376.200,      5.92000,           2,           1,      108.163,      2.55783,      1.66530,     0.136974,     0.245942,     0.991372
      65721.0,      202.108,      13.7788,      5.93000,      5.68400,      4.97000,      4.37000,      4.20000,      3.80000,      3.46000,      3.24000,      3.70452,      17.9100,G5V,      3.05177,     0.943121,      1.37545,      268.600,      3.65000,           1,           1,      97.5395,      2.02485,      3.40708,     0.811472,     0.183604,     0.740093
      67155.0,      206.432,      14.8915,      10.9890,      9.89500,      8.46000,      7.46500,      6.39000,      5.18000,      4.78000,      4.41500,      9.78390,      5.43527,M3V,    0.0327190,     0.699172,     0.376407,          NaN,          NaN,           1,           1,      33.2797,      2.08174,      1.06873,     0.414571,     0.240520,     0.969517
      67927.0,      208.671,      18.3977,      3.44000,      3.26000,      2.68000,      2.24000,      2.03000,      1.67000,      1.39000,      1.49000,      2.39624,      11.3960,G0IV,      9.52555,      2.30557,      1.90407,      114.000,      7.27000,           3,           1,      270.827,      1.37867,     0.899044,    0.0300172,    0.0581262,     0.234302
      68184.0,      209.384,      61.4929,      8.51000,      7.53000,      6.49000,      5.90000,      5.48000,      5.01800,      4.40200,      4.09400,      6.47318,      10.0778,K3V,     0.317670,     0.752136,     0.720622,          NaN,          NaN,           1,           1,      55.9271,     0.299291,      1.40776,     0.222045,     0.241692,     0.974244
      69671.0,      213.911,     -45.0008,          NaN,      6.90600,      6.31000,          NaN,      5.65000,      5.23700,      5.04000,      4.88700,      4.72818,      20.7188,F9V,      1.11830,     0.441520,      1.03246,          NaN,          NaN,           1,           1,      51.0405,     0.720457,      2.32247,      1.86002,     0.146750,     0.591539
      69972.0,      214.770,     -59.3790,          NaN,      7.67600,      6.66000,          NaN,      5.64000,      4.97600,      4.67100,      4.33200,      6.29309,      11.8408,K3V,     0.364629,     0.667688,     0.749574,          NaN,          NaN,           1,           1,      50.9970,      1.78797,      1.66557,     0.587676,     0.223528,     0.901023
      70319.0,      215.814,      1.24157,      6.98000,      6.88900,      6.25000,      5.71000,      5.54000,      5.05300,      4.81400,      4.64400,      5.04246,      17.4385,G1V,     0.849324,     0.477581,     0.954411,          NaN,          NaN,           1,           1,      52.8479,      6.60195,      2.28037,      1.62144,     0.123712,     0.498675
      70890.0,      217.429,     -62.6795,      14.2100,      12.8170,      11.0100,      9.45000,      7.39000,      5.35700,      4.83500,      4.38400,      15.4382,      1.30124,M5Ve,  0.000946928,     0.591026,     0.136801,      999.900,     -12.5600,           1,           1,      23.6484,      2.42113,      1.01653,    0.0825612,     0.239217,     0.964265
      71181.0,      218.370,      52.9088,          NaN,      8.23700,      7.24000,      6.70000,      6.20000,      5.43600,      4.87200,      4.78900,      6.63000,      13.2434,K3V,     0.261525,     0.495310,     0.681672,          NaN,          NaN,           1,           1,      38.6151,      2.12380,      1.72042,      1.72441,     0.150904,     0.608284
      71284.0,      218.670,      29.7451,      4.76000,      4.83400,      4.47000,      4.13000,      4.06000,      3.70000,      3.51000,      3.48000,      3.49626,      15.6584,F3Vwvar,      3.23685,     0.776820,      1.39878,      215.300,      6.16000,           3,           1,      114.898,      4.96141,      2.52656,      1.00495,     0.184185,     0.742435
      72603.0,      222.672,     -15.9972,      5.53000,      5.55100,      5.15000,      4.78000,      4.67000,      4.39000,      4.19000,      4.14000,      3.30685,      23.3685,F3V,      3.92347,     0.595897,      1.47782,     0.400000,          NaN,           1,           1,      84.7626,      2.14593,      3.86441,      1.92380,     0.144940,     0.584240
      72659.0,      222.847,      19.1005,      5.61800,      5.26000,      4.54000,      3.91000,      3.72000,      2.66000,      2.25000,      1.97000,      5.39892,      6.73312,G8V+K4V,     0.643579,      1.15826,     0.881688,      5.50000,      2.19000,           3,           4,      119.147,      7.55694,      2.70771,      1.06818,     0.216653,     0.873312
      72848.0,      223.349,      19.1528,          NaN,      6.84100,      6.00000,      5.50000,      5.08000,      4.88200,      4.16500,      4.32000,      5.72020,      11.3752,K2V,     0.517531,     0.692913,     0.828452,          NaN,          NaN,           1,           1,      63.2425,     0.875574,      1.79877,     0.313864,     0.241498,     0.973458
      73184.0,      224.367,     -21.4155,      7.89000,      6.74400,      5.72000,      4.74000,      4.49000,      3.83000,      3.23000,      3.10000,      6.87239,      5.88197,K4V,     0.215862,      1.04335,     0.645304,      25.7000,      2.30000,           4,           4,      78.9888,      150.946,      2.98008,     0.489173,     0.229965,     0.926973
      73996.0,      226.825,      24.8692,      5.34000,      5.35900,      4.93000,      4.53000,      4.42000,      4.15000,      3.90000,      3.86300,      3.49608,      19.3546,F5V,      3.31216,     0.683048,      1.40800,      103.500,      6.56000,           1,           1,      94.0311,      1.70915,      3.17576,      1.20761,     0.183568,     0.739947
      74702.0,      228.997,     0.796362,      8.21500,      7.75000,      6.92000,      6.43800,      6.05000,      5.48000,      5.11500,      4.95800,      5.92468,      15.8148,K0,     0.422619,     0.446780,     0.781859,          NaN,          NaN,           1,           1,      41.1065,      1.48703,      1.69011,      1.65791,     0.129481,     0.521929
      75181.0,      230.451,     -48.3176,      6.35000,      6.28900,      5.65000,          NaN,      4.94000,      4.51000,      4.16000,      4.15900,      4.81516,      14.6882,G2V,      1.04712,     0.629575,      1.01324,          NaN,          NaN,           1,           1,      69.6674,      1.60349,      2.35159,     0.701889,     0.225527,     0.909081
      76074.0,      233.054,     -41.2756,      11.9180,      10.8340,      9.31000,      8.26500,      6.91000,      5.64700,      5.02500,      4.75900,      10.4495,      5.91690,M0,    0.0283618,     0.593319,     0.361347,          NaN,          NaN,           1,           1,      28.4625,     0.888023,      1.62874,      1.21873,     0.186653,     0.752382
      76829.0,      235.297,     -44.6612,          NaN,      5.05300,      4.64000,          NaN,      4.17000,      4.02300,      3.73200,      3.80200,      3.43822,      17.3923,F5IV-V,      3.48982,     0.765186,      1.42918,          NaN,          NaN,           1,           1,      107.410,      5.60329,      3.25900,      1.49722,     0.169450,     0.683040
      77257.0,      236.611,      7.35307,      5.13000,      5.02400,      4.42000,      3.92000,      3.76000,      3.38000,      3.04000,      2.96000,      4.05716,      11.8186,G0Vvar,      2.08514,      1.06425,      1.23362,          NaN,          NaN,           2,           1,      122.180,     0.932831,      2.22581,     0.294431,     0.233135,     0.939749
      77358.0,      236.871,     -37.9163,          NaN,      6.72500,      6.01000,          NaN,      5.27000,      4.95900,      4.50500,      4.32300,      5.09229,      15.2595,G6IV,     0.850721,     0.584933,     0.954859,      15.0000,      7.21000,           1,           1,      60.4440,    0.0383264,      2.24511,     0.718543,     0.227845,     0.918426
      77760.0,      238.169,      42.4515,      5.19000,      5.16300,      4.60000,      4.14000,      3.97000,      3.49000,      3.14000,      3.12000,      3.60230,      15.8321,F9V,      3.12347,     0.933482,      1.38460,          NaN,          NaN,           1,           1,      111.630,      2.58507,      2.62591,     0.598770,     0.185353,     0.747144
      78072.0,      239.113,      15.6616,      4.31000,      4.32800,      3.85000,      3.37000,      3.31000,      2.93000,      2.64000,      2.62000,      3.60815,      11.1782,F6V,      3.00559,      1.19237,      1.36947,      313.800,      7.61000,           3,           1,      155.093,      7.02951,      1.71665,     0.412773,     0.199093,     0.802528
      78775.0,      241.237,      39.1565,      7.60000,      7.39400,      6.66000,      6.04000,      5.86000,      5.18200,      4.82400,      4.75500,      5.87264,      14.3705,G8V,     0.417805,     0.444038,     0.779304,      70.1000,      6.20000,           1,           1,      44.9795,      4.38490,      2.43635,      2.10863,     0.185325,     0.747030
      79190.0,      242.428,     -56.4451,      8.44900,      7.96600,      7.11000,      6.64300,      6.18000,      5.54600,      5.10200,      4.98100,      6.25361,      14.8347,K3V,     0.322113,     0.424401,     0.723487,          NaN,          NaN,           1,           1,      38.2583,     0.628321,      1.61401,      1.84135,     0.144613,     0.582924
